Journal title,Journal URL,URL in DOAJ,Journal ISSN (print version),Journal EISSN (online version),Country of publisher,APC,Has other fees,bnd1,bnd2,correo
Neumann Business Review,https://journals.epneumann.edu.pe/index.php/NBR,https://doaj.org/toc/ec0947222732473bad6ad0fb406baf45,,2412-3730,Peru,No,No,,,
Infrastructures,http://www.mdpi.com/journal/infrastructures,https://doaj.org/toc/21a4ceef3f4d435c9cd9c85b1663dd2f,,2412-3811,Switzerland,Yes,No,,,
Quantum Beam Science,http://www.mdpi.com/journal/qubs,https://doaj.org/toc/e42de4e2ef854bccbff413a33b2bd022,,2412-382X,Switzerland,Yes,No,,,
Vallis Aurea,http://journal.vallisaurea.org/,https://doaj.org/toc/07a8510549be4624b0fe791e99765ead,2412-5210,1849-8485,Croatia,No,No,,,
Matematika i Matematičeskoe Modelirovanie,http://mathm.elpub.ru,https://doaj.org/toc/0e8caa92166745629a7f85be7b8d2e77,,2412-5911,Russian Federation,No,No,,,
"Mašiny i Ustanovki: Proektirovanie, Razrabotka i Èkspluataciâ",http://maplants.elpub.ru,https://doaj.org/toc/4f6b58f83dc448feb5fa017bc8e341ab,,2412-592X,Russian Federation,No,No,,,
Славянский мир в третьем тысячелетии,https://slavicworld.ru,https://doaj.org/toc/c4d730ba70424ea9be2e2ba5f4bab672,2412-6446,,Russian Federation,No,No,,,
Regional Journal of Information and Knowledge Management,http://www.rjikm.org,https://doaj.org/toc/474bfba561a04f73a61412b8ba57b9a4,,2412-6535,Kenya,No,No,,,
Revista de Ciencias Forenses de Honduras,https://www.lamjol.info/index.php/RCFH/index,https://doaj.org/toc/6ec8b00d4cf449ada796b6e455e51152,2412-8058,2413-1067,Honduras,No,No,,,
International Journal of Innovative Technologies in Economy,https://rsglobal.pl/index.php/ijite,https://doaj.org/toc/d2553b0223c94e2a87974fb507a0a5b4,2412-8368,2414-1305,Poland,Yes,No,,,
Дискурс,https://discourse.elpub.ru/jour,https://doaj.org/toc/6ef56c53f61b4b38909b45dfcc0d46ef,2412-8562,2658-7777,Russian Federation,No,No,,,
Journal of Tax Reform,http://jtr.urfu.ru/en/,https://doaj.org/toc/d7dda63caed0442babf449d75c915656,2412-8872,2414-9497,Russian Federation,No,No,,,
Journal of Contemporary Medical Sciences,http://www.jocms.org/index.php/jcms,https://doaj.org/toc/453273df66ae4dff9514213a18d867a9,,2413-0516,Iraq,Yes,No,,,
Onkologičeskaâ Koloproktologiâ,http://ok.abvpress.ru/,https://doaj.org/toc/4793d3b6bc4b4bf3a9157529ace9f80a,,2413-0583,Russian Federation,No,No,,,
Aèrokosmičeskij Naučnyj Žurnal,http://aerospace.elpub.ru,https://doaj.org/toc/53970e44315247baba2c6e503aa8f3d0,,2413-0982,Russian Federation,No,No,,,
Регионология,http://regionsar.ru/en,https://doaj.org/toc/cc82c7a3ec5e4cba8d722f626aab2a0f,2413-1407,2587-8549,Russian Federation,No,No,,,
Фізико-математична освіта,https://fmo-journal.org/,https://doaj.org/toc/1816d5bd3aeb403a93424b4567465e67,2413-1571,2413-158X,Ukraine,Yes,No,,,
Acta Commercii,https://actacommercii.co.za/index.php/acta,https://doaj.org/toc/dc352bda8b3244cabc6f0cb6368b51ac,2413-1903,1684-1999,South Africa,Yes,Yes,,,
El Higo,http://revistas.uni.edu.ni/index.php/Higo/issue/view/20,https://doaj.org/toc/fe76386b9f314027a99594248b5c366f,2413-192X,2413-1911,Nicaragua,No,No,,,
Вестник Российского экономического университета имени Г. В. Плеханова,https://vest.rea.ru/,https://doaj.org/toc/85003ca004674c7d86c98aba2e278ca9,2413-2829,2587-9251,Russian Federation,No,No,,,
Gumanìtarna Osvìta v Tehnìčnih Viŝih Navčalʹnih Zakladah,http://jrnl.nau.edu.ua/index.php/go,https://doaj.org/toc/2ee60020c117492a8eea6906c0ff3272,2413-3094,2520-6818,Ukraine,No,Yes,,,
African Vision and Eye Health,https://avehjournal.org,https://doaj.org/toc/2ff780b75f5a4e68800e28399783f3b9,2413-3183,2410-1516,South Africa,Yes,Yes,,,
"Науковий вісник Мукачівського державного університету. Серія ""Педагогіка та психологія""",https://pp-msu.com.ua/en,https://doaj.org/toc/ad24e8ab7b7042ef886e0c3c3d329f2f,2413-3329,2520-6788,Ukraine,Yes,No,,,
Sci,https://www.mdpi.com/journal/sci,https://doaj.org/toc/c0aeec796ad246819d41b091d7a3ac28,,2413-4155,Switzerland,Yes,No,,,
Экологическая безопасность прибрежной и шельфовой зон моря,http://ecological-safety.ru/en//,https://doaj.org/toc/b3178f84a2614179abf383988613f77b,2413-5577,,Russian Federation,No,No,,,
International Journal of Medicine and Medical Research,http://ojs.tdmu.edu.ua/index.php/ijmr/index,https://doaj.org/toc/33395246ea1849308a62b9acd3a187c4,2413-6077,2414-9985,Ukraine,No,No,,,
Українознавство,http://journal.ndiu.org.ua/,https://doaj.org/toc/d21a8dcaa65141c1b09cc800d8a0c76b,2413-7065,2413-7103,Ukraine,No,No,,,
Revista Paraguaya de Reumatología,http://www.revista.spr.org.py/index.php/spr/index,https://doaj.org/toc/3f45128b041d4befbc780dd3c6461108,2413-709X,2413-4341,Paraguay,No,No,,revista@spr.org.py,revista@spr.org.py
Proceedings of Engineering and Technology Innovation,http://ojs.imeti.org/index.php/PETI/,https://doaj.org/toc/d22cf8e4ca72423abfa57562174ccc8c,2413-7146,2518-833X,"Taiwan, Province of China",No,No,,,
دی اسکالر,https://siarj.com/index.php/Siarj/about,https://doaj.org/toc/3deceaf7851e4b598f2a26297ecb4897,2413-7480,2617-4308,Pakistan,Yes,No,,,
"Engaging Science, Technology, and Society",http://estsjournal.org,https://doaj.org/toc/5cc35bd3d5844d4aa75320df94c37d97,,2413-8053,United States,No,No,,,
Cuaderno Juridicio y Politico,https://portalderevistas.upoli.edu.ni/index.php/4-CuadernoJuridicoyPolitico/about,https://doaj.org/toc/da45535068b54aee849459bf903ea0c3,2413-810X,2414-4428,Nicaragua,No,No,,,
Journal of Management Sciences,https://journals.iqra.edu.pk/jms,https://doaj.org/toc/272d5474ba074b2e820c8918453d151d,2413-8657,2313-0113,Pakistan,No,No,,,
Central Asian Journal of Medical Science,http://www.cajms.mn/,https://doaj.org/toc/cd666e3f15424156bdece5e225302d31,2413-8681,2414-9772,Mongolia,Yes,No,,,
Urban Science,http://www.mdpi.com/journal/urbansci,https://doaj.org/toc/729ef409cc1d45f486c1d2bcc931e1e6,,2413-8851,Switzerland,Yes,No,,,
Traektoriâ Nauki,http://pathofscience.org/,https://doaj.org/toc/ff043adc4aff403fa069739c3c8f7f1d,,2413-9009,Slovakia,Yes,No,,,
Mobile Culture Studies. The Journal,http://unipub.uni-graz.at/mcsj,https://doaj.org/toc/81bbb345cc79407185a13398f2faf25c,,2413-9181,Austria,No,No,,,
Journal of Studies in Social Sciences and Humanities,http://www.jssshonline.com/,https://doaj.org/toc/d660ab48aea846379c9d6be83c8318b9,,2413-9270,Austria,Yes,No,,,
Jordanian Journal of Computers and Information Technology,http://jjcit.org/,https://doaj.org/toc/8613c678f22e477982a54fc21af0a367,2413-9351,2415-1076,Jordan,No,No,,,
Biomedical Photonics,http://www.pdt-journal.com/,https://doaj.org/toc/b307a5286daa42598f07f97e10b55a2c,2413-9432,,Russian Federation,No,No,,,
CERN IdeaSquare Journal of Experimental Innovation,https://publishing.cern.ch/index.php/CIJ,https://doaj.org/toc/a9b13163dfaf4438915d210263e52dee,,2413-9505,Switzerland,No,No,,,
Радиопромышленность,https://www.radioprom.org/,https://doaj.org/toc/8df1de1e8cfa4bd9b8a9af8a84421230,2413-9599,2541-870X,Russian Federation,No,No,,,
Управління розвитком,https://businessperspectives.org/journals/development-management?category_id=30,https://doaj.org/toc/75b026f7effe43c69d5bce30776569e6,2413-9610,2663-2365,Ukraine,Yes,No,,,
Transportnye Sooruženiâ,http://t-s.today/,https://doaj.org/toc/0aaa005b65a540329e9292a0d9b716f7,,2413-9807,Russian Federation,Yes,No,,,
Naučno-Tehničeskij Vestnik Brânskogo Gosudarstvennogo Universiteta,http://www.ntv-brgu.ru,https://doaj.org/toc/6cfb81059dd74777a748f823a2975de0,,2413-9920,Russian Federation,No,No,,,
Ринкова економіка: сучасна теорія і практика управління,http://rinek.onu.edu.ua/,https://doaj.org/toc/0e6d7f67d3144d8d9cc7cfceb256dd46,2413-9998,,Ukraine,No,No,,,
Психологічний Часопис,http://apsijournal.com/,https://doaj.org/toc/fdf02fb850fb456c8f44ee03e1894ade,2414-0023,2414-004X,Ukraine,No,Yes,,,
"Journal for Religion, Film and Media",http://unipub.uni-graz.at/jrfm/,https://doaj.org/toc/f149dde8c9924c66883fc8f928e6d526,,2414-0201,Austria,No,No,,,
Записки з українського мовознавства,http://zum.onu.edu.ua,https://doaj.org/toc/4c9dfe784c9d4fe3bc08c4f4d4477415,2414-0627,2415-7562,Ukraine,No,No,,,
EAI Endorsed Transactions on Internet of Things,https://eudl.eu/journal/IoT,https://doaj.org/toc/bc1ff3b09ab04e11ae12ef71d162f04c,,2414-1399,Belgium,No,No,,,
IUCrData,https://iucrdata.iucr.org,https://doaj.org/toc/01d8a4610b744acd854432e348d4317b,,2414-3146,United Kingdom,Yes,No,,,
"Èkonomika, Pedagogika i Pravo",http://ecoedulaw.ru,https://doaj.org/toc/7e67a635387049c0b083168e989767c7,,2414-3731,Russian Federation,No,No,,,
Juvenis Scientia,https://jscientia.org,https://doaj.org/toc/d7933d2f9d2743eab1f93d0bfa8eea52,2414-3782,2414-3790,Russian Federation,No,No,,,
Медицина болю,https://painmedicine.org.ua,https://doaj.org/toc/0144db32fba247f8be4c55d3ed835e8f,2414-3812,2519-2752,Ukraine,No,No,,,
Ural Mathematical Journal,https://umjuran.ru,https://doaj.org/toc/da369783011244208ed0e21ac0cde69f,,2414-3952,Russian Federation,No,No,,,
Multimodal Technologies and Interaction,http://www.mdpi.com/journal/mti,https://doaj.org/toc/f0eeae7e1eab456da22d1bd32635a02a,,2414-4088,Switzerland,Yes,No,,,
Теория и практика переработки мяса,http://www.meatjournal.ru,https://doaj.org/toc/f04955e33eb0487ca3e5b2d493294480,2414-438X,2414-441X,Russian Federation,No,No,,,
Ekotemas,https://www.ekotemas.cu/index.php/ekotemas,https://doaj.org/toc/5e1329b661a9453699ce02e707802aa8,,2414-4681,Cuba,No,No,,,
Науковий Вісник Південноукраїнського Національного Педагогічного Університету імені К. Д. Ушинського,https://nv.pdpu.edu.ua,https://doaj.org/toc/7aabd1069b1f4ff7aea1499fb1ed3e94,2414-5076,2617-6688,Ukraine,Yes,No,,,
Sultan Qaboos University Journal for Science,https://journals.squ.edu.om/index.php/squjs/index,https://doaj.org/toc/f1ae0b8b6ac94db4ab050b3e38c1a76d,,2414-536X,Oman,No,No,,,
Eurasian Journal of Science and Engineering,https://eajse.tiu.edu.iq/,https://doaj.org/toc/464c432d1a45473b8c0d03363b4b7ece,2414-5629,2414-5602,Iraq,No,No,,,
Agricultural and Resource Economics,http://are-journal.com,https://doaj.org/toc/669bc879751a4bc6b716718d16a1e64f,,2414-584X,Ukraine,Yes,No,,,
Environmental Problems,https://science.lpnu.ua/ep,https://doaj.org/toc/3cb9028274674734bb15580cbebd0f81,2414-5955,2522-4417,Ukraine,No,No,,,
Iraqi Geological Journal,http://igj-iraq.org/,https://doaj.org/toc/44fda6e363464fe3ba044252e154b579,2414-6064,2663-8754,Iraq,Yes,Yes,,,
Tropical Medicine and Infectious Disease,http://www.mdpi.com/journal/tropicalmed,https://doaj.org/toc/69b4288193e4424ba2d9ed0558e0df30,,2414-6366,Switzerland,Yes,No,,,
Current Issues in Sport Science,https://bop.unibe.ch/ciss),https://doaj.org/toc/249a96d197464c0a8e57ac5410106fb6,,2414-6641,Switzerland,No,No,,,
Academo,https://revistacientifica.uamericana.edu.py/index.php/academo/index,https://doaj.org/toc/3b4ad6c83733482393323cbc5033e80b,,2414-8938,Paraguay,No,No,,,
Науковий вісник Чернівецького національного університету імені Юрія Федьковича. Історія,https://hj.chnu.edu.ua/,https://doaj.org/toc/150dc01645294ac0a290b9a9c31db908,2414-9012,2616-8766,Ukraine,No,No,,,
InterCarto. InterGIS,http://intercarto.msu.ru,https://doaj.org/toc/970ff311749d48b2b78b1e7c79af3e2e,2414-9179,2414-9209,Russian Federation,No,No,,,
Vìsnik Dnìpropetrovsʹkogo Unìversitetu: Serìâ Psihologìâ,http://psyresearch.dp.ua/index.php/psy/index,https://doaj.org/toc/f381d4817ecf45ee88714039c5329af3,2414-9268,2415-7244,Ukraine,Yes,No,,,
Profesìonalìzm Pedagoga: Teoretičnì j Metodičnì Aspekti,http://pptma.dn.ua/index.php/en/,https://doaj.org/toc/c29d6098ce474fe4b0517eff8e93346b,,2414-9292,Ukraine,No,Yes,,,
Visnyk of the National Bank of Ukraine,https://journal.bank.gov.ua/,https://doaj.org/toc/923d5315a66d46168b922617ca86bd4f,,2414-987X,Ukraine,No,No,,,
Kyiv-Mohyla Law and Politics Journal,http://kmlpj.ukma.edu.ua,https://doaj.org/toc/b29e24226a004a5db3d39467ec91eba6,,2414-9942,Ukraine,No,No,,,
Empirical Economic Review,https://ojs.umt.edu.pk/index.php/eer,https://doaj.org/toc/a7540a21e06d4fd7b394dc09a60ae4ea,2415-0304,2522-2465,Pakistan,No,No,,,
Advances in Technology Innovation,http://ojs.imeti.org/index.php/AITI/,https://doaj.org/toc/842ee49dcde9430093c4eeb5ae9a0220,2415-0436,2518-2994,"Taiwan, Province of China",No,No,,,
Transformation in Higher Education,https://thejournal.org.za/index.php/thejournal,https://doaj.org/toc/69a3346be7b54b13ba47efd1959cd9cc,2415-0991,2519-5638,South Africa,Yes,Yes,,,
Journal für Facility Management,http://repositum.tuwien.ac.at/ifm-journal/,https://doaj.org/toc/dcda63ddb9cc4cdf9d306902b917515f,2415-1858,2520-5404,Austria,No,No,,,
Gandhara Journal of Research in Social Science,http://www.grsociety.org/about-gjrss/,https://doaj.org/toc/d750c49fe17e4bafb12c6a201cb87281,,2415-2404,Pakistan,No,No,,,
Agroecosistemas,https://aes.ucf.edu.cu/index.php/aes,https://doaj.org/toc/73b1ef31025e46c79b71dac38307cac2,,2415-2862,Cuba,No,No,,,
Universidad y Sociedad,https://rus.ucf.edu.cu/index.php/rus,https://doaj.org/toc/9f07bc08d06c40e898afe7dadb7b2664,2415-2897,2218-3620,Cuba,No,No,,,
Економічний вісник Державного вищого навчального закладу Український державний хіміко-технологічний університет,http://ek-visnik.dp.ua/,https://doaj.org/toc/dcb74feeb8c8450c83bbfb4b268c0ff9,2415-3974,2664-2670,Ukraine,Yes,No,,,
المجلة الدولية لتطوير التفوق,https://ust.edu/ojs/index.php/AJTD,https://doaj.org/toc/32d6b29a451a44a89347e676cbf5057d,2415-4563,2522-3836,Yemen,No,No,,,
المجلة الدولية للعلوم الإنسانية والاجتماعية,https://www.ijohss.com/index.php/IJoHSS,https://doaj.org/toc/65e72b0878264bcd874f1c1f186c2cee,,2415-4822,Lebanon,Yes,No,,,
Revista Jurídica,https://ojs.ministeriopublico.gov.py/index.php/rjmp/index,https://doaj.org/toc/6144d014192e4a96837875e24507010a,2415-5063,2415-5071,Paraguay,No,No,,dip.informaciones@ministeriopublico.gov.py,dip.informaciones@ministeriopublico.gov.py
Revista Virtual de Posgrado de la Facultad de Medicina de la Universidad Nacional de Itapua,http://revista.medicinauni.edu.py/index.php/FM-uni/index,https://doaj.org/toc/173a5266e1fd4434b8eee4ca33e11b99,,2415-5780,Paraguay,No,No,,,
360,http://revistas.pucp.edu.pe/360gestion,https://doaj.org/toc/0429293e641b4e0fb294129346cab1c6,2415-5861,2518-0495,Peru,No,No,,revista.gestion@pucp.edu.pe,revista.gestion@pucp.edu.pe
Revista del Instituto Riva-Agüero,http://revistas.pucp.edu.pe/index.php/revistaira/issue/view/1229,https://doaj.org/toc/d8aba62e6b5a4706a50c962b2e179e8b,2415-5896,2519-1470,Peru,No,No,,,
Journal of Combinatorial Algebra,https://ems.press/journals/jca,https://doaj.org/toc/d982be102025403f90df166493d41a62,2415-6302,2415-6310,Germany,No,No,,,
Peshawar Journal of Psychology and Behavioral Sciences,http://www.pjpbsicp.com,https://doaj.org/toc/3c4554b487bb423f97f0bf29a2650b35,2415-6779,2518-4474,Pakistan,No,No,,,
Історія науки і техніки,http://hst-journal.com,https://doaj.org/toc/32ab0f6dbb99416fa762a25f133fcad1,2415-7422,2415-7430,Ukraine,Yes,No,,,
теорія та практика дизайну,http://jrnl.nau.edu.ua/index.php/Design,https://doaj.org/toc/f80322e416c04147b6008e145135c520,2415-8151,,Ukraine,Yes,No,,,
Pulse,https://www.pulse-journal.org,https://doaj.org/toc/f482bd9f24274db08c1a250597651e2c,,2416-111X,Hungary,No,No,,,
Ecocycles,http://www.ecocycles.net/ojs/index.php/Ecocycles/index,https://doaj.org/toc/d4e6888831744f03a963ca7458b4317c,,2416-2140,Hungary,No,No,,,
Journal of Data Mining and Digital Humanities,http://jdmdh.episciences.org/,https://doaj.org/toc/dbcbf0c6959d44c0a0b4559115aee81d,,2416-5999,France,No,No,,,
Health Psychology Research,https://healthpsychologyresearch.openmedicalpublishing.org/,https://doaj.org/toc/b9425c876e8e4c06a79bddbf2986f840,,2420-8124,United States,Yes,No,,,
Educazione Interculturale,https://educazione-interculturale.unibo.it/index,https://doaj.org/toc/d2bd512e25ef49319c8afea99e350cec,,2420-8175,Italy,No,No,,,
Italian Political Science,http://italianpoliticalscience.com/index.php/ips/index,https://doaj.org/toc/eb2312c83c78430393b6193979cc299e,,2420-8434,Italy,No,No,,,
Cuadernos del Hipogrifo,http://www.revistaelhipogrifo.com,https://doaj.org/toc/904325b72c9145ceafc78f19aff6c9d3,,2420-918X,Italy,No,No,,m.martinezpersico@unimarconi.it;g.gatti@unimarconi.it;editor@revistaelhipogrifo.com,m.martinezpersico@unimarconi.it;g.gatti@unimarconi.it;editor@revistaelhipogrifo.com
Francigena,http://www.francigena-unipd.com/index.php/francigena/index,https://doaj.org/toc/53960c816bc942bb81ed96ba776088a8,,2420-9767,Italy,No,No,,,
Diacritica,https://diacritica.it/,https://doaj.org/toc/521d81dd090d4f41b282ccd77d4b9364,,2421-115X,Italy,No,No,,,
Community Psychology in Global Perspective,http://siba-ese.unisalento.it/index.php/cpgp,https://doaj.org/toc/e34a48f2bf2543afad313a3ea1f9d390,,2421-2113,Italy,No,No,,,
The Italian Law Journal,http://www.theitalianlawjournal.it/,https://doaj.org/toc/8bc9f0d536ef461a801d253586303ccb,,2421-2156,Italy,No,No,,,
European Journal of Islamic Finance,http://www.ojs.unito.it/index.php/EJIF/index,https://doaj.org/toc/5c570c32bbdb4917a4ccbced009ec6a8,,2421-2172,Italy,No,No,,,
Arti dello Spettacolo / Performing Arts,https://www.artidellospettacolo-performingarts.com/,https://doaj.org/toc/1f8abe21c6f74e8fbd47279c4efa0179,,2421-2679,Italy,No,No,,,
Labour & Law Issues,http://labourlaw.unibo.it/,https://doaj.org/toc/d2e50d570939468abaf578ce2e78ae89,,2421-2695,Italy,No,No,,,
Quaderni Eretici,http://www.ereticopedia.org/rivista,https://doaj.org/toc/e6f5aa0b4c784db8b29afefd31729a4e,,2421-3012,Italy,No,No,,,
La Deleuziana,http://www.ladeleuziana.org,https://doaj.org/toc/45d3b6e88d8d4517b52e3fd239f4c355,,2421-3098,Italy,No,No,,,
Montesquieu.it,http://montesquieu.unibo.it,https://doaj.org/toc/703da44e5cf7449e81360f98525a9c7d,,2421-4124,Italy,No,No,,,
Studi Giraldiani,http://cab.unime.it/journals/index.php/GIRALDI/about,https://doaj.org/toc/a8ad54876a2b448890627393c678f1ba,,2421-4191,Italy,No,No,,,
Archivio d’Annunzio,http://edizionicafoscari.unive.it/en/edizioni/riviste/archivio-dannunzio/,https://doaj.org/toc/467cb74a5a3a4399a6145036142a650f,2421-4213,2421-292X,Italy,No,No,,,
Sicurezza Terrorismo e Società,http://www.sicurezzaterrorismosocieta.it/,https://doaj.org/toc/8009fb00aa9542029545a8b771eed8fc,2421-4442,2533-0659,Italy,No,No,,,
Series. International journal of tv serial narratives,http://series.unibo.it/,https://doaj.org/toc/db692bfcba544b31bb615a2f2484cb72,,2421-454X,Italy,No,No,,,
Tema,https://rivistatema.com/,https://doaj.org/toc/5c446f4c4bd7404281e4aa3020f92096,,2421-4574,Italy,Yes,No,,,
Interfaces: A Journal of Medieval European Literatures,http://riviste.unimi.it/interfaces/,https://doaj.org/toc/8978f8f163fe44109e8cc49c4b6bd44f,,2421-5503,Italy,No,No,,,
Rivista di studi e ricerche sulla criminalità organizzata,http://riviste.unimi.it/index.php/cross,https://doaj.org/toc/048baf1a913a4f80bd77c20f6c59af73,,2421-5635,Italy,No,No,,,
Medea,http://ojs.unica.it/index.php/medea/,https://doaj.org/toc/e2315b4567af46c2b64a75d4d47855ca,,2421-5821,Italy,No,No,,,
Quaderni di Linguistica e Studi Orientali,https://oaj.fupress.net/index.php/bsfm-qulso/index,https://doaj.org/toc/8062029833994feaa15abc5613344cc9,,2421-7220,Italy,No,No,,,
Alternatives Rurales,http://alternatives-rurales.org/,https://doaj.org/toc/b7d8193c6574476d9103fbcf83fc9a79,2421-8928,2421-9037,Morocco,No,No,,,
Colombian Journal of Anesthesiology,https://www.revcolanest.com.co,https://doaj.org/toc/54ae7e7bb3b445a7bd99d1c2335d0653,2422-0248,2256-2087,Colombia,No,No,,,
Colección Académica de Ciencias Sociales,https://revistas.upb.edu.co/index.php/cienciassociales,https://doaj.org/toc/7e208e6da9b6488483341f82aed0c7e8,,2422-0477,Colombia,No,No,,lorena.meneses@upb.edu.co,lorena.meneses@upb.edu.co
Revista Tiempo & Economía,http://revistas.utadeo.edu.co/index.php/TyE,https://doaj.org/toc/b0d9094e57c540c196d555e391612a04,,2422-2704,Colombia,No,No,,,
Revista Facultad de Ingeniería Universidad de Antioquia,https://revistas.udea.edu.co/index.php/ingenieria,https://doaj.org/toc/1ce6a92699a54c3281f4d80de26a4d62,,2422-2844,Colombia,No,No,,revistaingenieria@udea.edu.co,revistaingenieria@udea.edu.co
Tempus,http://aprendeenlinea.udea.edu.co/revistas/index.php/tempus/index,https://doaj.org/toc/0bcf70376125466098cd26a028b72454,2422-2976,2422-2178,Colombia,No,No,,,
La Tadeo DeArte,https://revistas.utadeo.edu.co/index.php/ltd,https://doaj.org/toc/3db8d7e1c0644d63acd82a8b9c2761b9,2422-3158,2590-6453,Colombia,No,No,,,
Revista Colombiana de Investigaciones Agroindustriales,http://revistas.sena.edu.co/index.php/recia/index,https://doaj.org/toc/40008c81ed92433382fe898162e6842d,,2422-4456,Colombia,No,No,,,
Revista Iberoamericana de la Propiedad Intelectual,https://ojs.austral.edu.ar/index.php/ripi,https://doaj.org/toc/e92ea00bb04548e59aa9e63bada97a0d,,2422-569X,Argentina,No,No,,gschotz@ius.austral.edu.ar;fcinto@ij-ilg.com,gschotz@ius.austral.edu.ar;fcinto@ij-ilg.com
Revista de Psicología,https://revistas.unlp.edu.ar/revpsi/index,https://doaj.org/toc/a53610b16cd64c2e9e4df78cf03b92f8,,2422-572X,Argentina,No,No,,,
Revista Chuy,http://revistas.untref.edu.ar/index.php/chuy,https://doaj.org/toc/43f876472b5e470a8d2817d0086c5420,,2422-5932,Argentina,No,No,,pelcc@untref.edu.ar,pelcc@untref.edu.ar
"Educación, Formación e Investigación",http://ppct.caicyt.gov.ar/index.php/efi,https://doaj.org/toc/4249d2c04cd0417d953a7903c87fe5a8,,2422-5975,Argentina,No,No,,,
Psocial,https://publicaciones.sociales.uba.ar/index.php/psicologiasocial/index,https://doaj.org/toc/50f086dd1f0a4ca2aac6a87ed0625693,,2422-619X,Argentina,No,No,,psocial@sociales.uba.ar,psocial@sociales.uba.ar
Revista Entramados,https://fh.mdp.edu.ar/revistas/index.php/entramados/index,https://doaj.org/toc/95a6e9141153474984fd9b3565a4f549,,2422-6459,Argentina,No,No,,,
Vivienda y Ciudad,https://revistas.unc.edu.ar/index.php/ReViyCi/index,https://doaj.org/toc/7ddf8fdedde1423b9fd940a0aac63d22,,2422-670X,Argentina,No,No,,,
Magallanica: Revista de Historia Moderna,http://fh.mdp.edu.ar/revistas/index.php/magallanica/index,https://doaj.org/toc/80348b0086e84a9fbf234445952a8d86,,2422-779X,Argentina,No,No,,,
Estudios Sociales del Estado,http://www.estudiossocialesdelestado.org,https://doaj.org/toc/a8eee45fdd1f4ffaa8d1b39a8cc72b99,,2422-7803,Argentina,No,No,,estudiossocialesdelestado@gmail.com,estudiossocialesdelestado@gmail.com
Cartografías del Sur,http://cartografiasdelsur.undav.edu.ar/,https://doaj.org/toc/1248d14b313e40e2b4be18b3e9dc23f3,2422-7951,2422-6920,Argentina,No,No,,,
Recoletos Multidisciplinary Research Journal,https://rmrj.usjr.edu.ph/,https://doaj.org/toc/37b9de50ddc64f7d8fb577ee41a3b9c7,2423-1398,2408-3755,Philippines,No,No,,,
Current Medical Mycology,http://cmm.mazums.ac.ir/index.php?slc_lang=en&slc_sid=1,https://doaj.org/toc/78df3e60d11d4ba1b6211b3518eff472,2423-3439,2423-3420,"Iran, Islamic Republic of",No,No,,,
Advanced Herbal Medicine,http://herbmed.skums.ac.ir/,https://doaj.org/toc/cd2479fec677448194cd96df23bebe96,,2423-3579,"Iran, Islamic Republic of",No,No,,,
Environmental Health Engineering and Management,http://ehemj.com/,https://doaj.org/toc/69c6f166295f4900b04c2bc665368af8,2423-3765,2423-4311,"Iran, Islamic Republic of",No,No,,,
پژوهشنامه علم سنجی,http://rsci.shahed.ac.ir/?lang=en,https://doaj.org/toc/6ab96a01c406490a93ccce3f4b1bf49d,2423-3773,2423-5563,"Iran, Islamic Republic of",No,No,,,
مجله انفورماتیک سلامت و زیست پزشکی,http://www.jhbmi.ir/index.php?slc_lang=en&sid=1,https://doaj.org/toc/dd8b41d11ada472286be9e0402b9b390,2423-3870,2423-3498,"Iran, Islamic Republic of",No,No,,,
Journal of Particle Science and Technology,http://jpst.irost.ir/,https://doaj.org/toc/dddbfb56732743dca3280b072068a53d,2423-4087,2423-4079,"Iran, Islamic Republic of",No,No,,,
Report of Health Care,http://jrhc.miau.ac.ir/,https://doaj.org/toc/28d43310e6ad479fb92bc36e7ac33f89,,2423-4141,"Iran, Islamic Republic of",No,No,,,
Journal of Advances in Computer Engineering and Technology,http://jacet.srbiau.ac.ir,https://doaj.org/toc/f69218db6da94f4c811d60b7c79f8d20,2423-4192,2423-4206,"Iran, Islamic Republic of",No,No,,,
Journal of Genetic Resources,http://sc.journals.umz.ac.ir/,https://doaj.org/toc/01c717ad52774eb5a8dd891573e58562,2423-4257,2588-2589,"Iran, Islamic Republic of",No,No,,,
International Biological and Biomedical Journal,http://www.ibbj.org/,https://doaj.org/toc/dde05a176f9044428eee4ac4f9dd7bbd,,2423-4478,"Iran, Islamic Republic of",No,No,,,
Pharmaceutical and Biomedical Research,http://pbr.mazums.ac.ir,https://doaj.org/toc/4c19dbc4f6a34b0f96715ac79bcbe2e5,,2423-4494,"Iran, Islamic Republic of",No,No,,,
Avicenna Journal of Environmental Health Engineering,http://www.ajehe.com,https://doaj.org/toc/1ff80e8b6a93404b825c16199d19fd32,,2423-4583,"Iran, Islamic Republic of",No,No,,,
حسابداری دولتی,http://gaa.journals.pnu.ac.ir/?lang=en,https://doaj.org/toc/5d4e0c46e7b141e1be29a1eee9e68c62,2423-4613,2645-498X,"Iran, Islamic Republic of",Yes,No,,,
مطالعات بین‌رشته‌ای دانش راهبردی,https://smsnds.sndu.ac.ir/,https://doaj.org/toc/bb972683e82b4301be5a177404d18643,2423-4621,,"Iran, Islamic Republic of",No,No,,,
Journal of Theoretical and Applied Vibration and Acoustics,http://tava.isav.ir/,https://doaj.org/toc/cd6d05a873984a5292e1aec8332e17fc,2423-4761,2783-0888,"Iran, Islamic Republic of",No,No,,,
