Journal title,Journal URL,URL in DOAJ,When did the journal start to publish all content using an open license?,Alternative title,Journal ISSN (print version),Journal EISSN (online version),Keywords,Languages in which the journal accepts manuscripts,Publisher,Country of publisher,Society or institution,Country of society or institution,Journal license,License attributes,URL for license terms,Machine-readable CC licensing information embedded or displayed in articles,URL to an example page with embedded licensing information,Author holds copyright without restrictions,Copyright information URL,Review process,Review process information URL,Journal plagiarism screening policy,Plagiarism information URL,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,Average number of weeks between article submission and publication,APC,APC information URL,APC amount,Journal waiver policy (for developing country authors etc),Waiver policy information URL,Has other fees,Other fees information URL,Preservation Services,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,Persistent article identifiers,Article metadata includes ORCIDs,Journal complies with I4OC standards for open citations,Does the journal comply to DOAJ's definition of open access?,URL for journal's Open Access statement,Continues,Continued By,LCC Codes,Subjects,DOAJ Seal,Added on Date,Last updated Date,Number of Article Records,Most Recent Article Added
International Comparative Jurisprudence,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/index,https://doaj.org/toc/2e2b7e36a06d4e80844118607ac31844,2015,,,2351-6674,"international jurisprudence, international law, legal practice, legal theory",English,Mykolas Romeris University,Lithuania,,,CC BY-NC-ND,,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/about/submissions#copyrightNotice,Yes,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/article/view/4544/4222,Yes,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/about/editorialPolicies#openAccessPolicy,Double blind peer review,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/about/editorialPolicies#peerReviewProcess,No,,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/about/editorialPolicies#focusAndScope,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/pages/view/editorial_board,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/about/submissions#authorGuidelines,12,No,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/about/editorialPolicies#openAccessPolicy,,No,,No,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/about/editorialPolicies#openAccessPolicy,,,,,,DOI,,,Yes,https://www3.mruni.eu/ojs/international-comparative-jurisprudence/about/editorialPolicies#openAccessPolicy,,,K1-7720,Law: Law in general. Comparative and uniform law. Jurisprudence,No,2017-12-11T14:22:16Z,2017-12-11T14:22:16Z,94,2022-12-27T07:42:36Z
Mikrotik: Jurnal Managemen Informatika,http://ojs.ummetro.ac.id/index.php/mikrotik,https://doaj.org/toc/033c4a1e5ee34a28aab13eae74e37610,2013,Mikrotik Jurnal Managemen Informatika UM Metro,2354-7006,,"management, information management",Indonesian,Universitas Muhammadiyah Metro,Indonesia,,,CC BY-SA,,https://ojs.ummetro.ac.id/index.php/mikrotik/about/submissions#copyrightNotice,,,Yes,https://ojs.ummetro.ac.id/index.php/mikrotik/about/submissions#copyrightNotice,Double blind peer review,https://ojs.ummetro.ac.id/index.php/mikrotik/about/editorialPolicies#custom-1,No,,https://ojs.ummetro.ac.id/index.php/mikrotik/about/editorialPolicies#focusAndScope,https://ojs.ummetro.ac.id/index.php/mikrotik/about/editorialTeam,https://ojs.ummetro.ac.id/index.php/mikrotik/about/submissions#authorGuidelines,24,No,https://ojs.ummetro.ac.id/index.php/mikrotik/about/editorialPolicies#custom-3,,No,,No,https://ojs.ummetro.ac.id/index.php/mikrotik/about/editorialPolicies#custom-3,,,,,,,,,Yes,https://ojs.ummetro.ac.id/index.php/mikrotik/about/editorialPolicies#openAccessPolicy,,,T58.6-58.62,Technology: Technology (General): Industrial engineering. Management engineering: Management information systems,No,2017-11-10T13:12:17Z,2017-11-10T13:12:17Z,33,2018-06-06T06:59:53Z
Jurnal Pertanian Terpadu,http://ojs.stiperkutim.ac.id/index.php/jpt,https://doaj.org/toc/90788f1bd6384629892ec67df501b943,2014,JPT,2354-7251,2549-7383,"agriculture, forestry, poultry, husbandry, aquaculture, livestock",Indonesian,sekolah tinggi pertanian kutai timur,Indonesia,Sekolah Tinggi Pertanian Kutai Timur,,CC BY-SA,,http://ojs.stiperkutim.ac.id/index.php/jpt/Copyright,,,Yes,http://ojs.stiperkutim.ac.id/index.php/jpt/Copyright,Double blind peer review,http://ojs.stiperkutim.ac.id/index.php/jpt/review,No,,http://ojs.stiperkutim.ac.id/index.php/jpt/Lingkup,http://ojs.stiperkutim.ac.id/index.php/jpt/about/editorialTeam,http://ojs.stiperkutim.ac.id/index.php/jpt/Panduan,8,No,http://ojs.stiperkutim.ac.id/index.php/jpt/APC,,No,,Yes,http://ojs.stiperkutim.ac.id/index.php/jpt/APC,,,,,,,,,Yes,http://ojs.stiperkutim.ac.id/index.php/jpt/OpenAccess,,,S|SD1-669.5,Agriculture: Forestry,No,2019-01-14T17:10:03Z,2020-01-28T14:10:12Z,139,2022-06-22T02:44:09Z
Jurnal Manajemen Agribisnis,https://ojs.unud.ac.id/index.php/agribisnis/index,https://doaj.org/toc/4c6513ab8d824a2384244bfccbc0d9c6,2013,,2355-0759,2684-7728,"agribusiness management, human resource management, production management, strategy management, financial management, value chain management","English, Indonesian",Universitas Udayana,Indonesia,,,CC BY,,https://ojs.unud.ac.id/index.php/agribisnis/CopyrightNotice,,,Yes,https://ojs.unud.ac.id/index.php/agribisnis/CopyrightNotice,Blind peer review,https://ojs.unud.ac.id/index.php/agribisnis/PeerReviewProcess,No,,https://ojs.unud.ac.id/index.php/agribisnis/FocusandScope,https://ojs.unud.ac.id/index.php/agribisnis/EditorialTeams,https://ojs.unud.ac.id/index.php/agribisnis/AuthorGuidelines,24,Yes,https://ojs.unud.ac.id/index.php/agribisnis/AuthorFee,500000 IDR,No,,No,,,,,,,DOI,Yes,No,Yes,https://ojs.unud.ac.id/index.php/agribisnis/OpenAccessPolicy,,,S,Agriculture,No,2022-11-26T03:14:30Z,2022-11-26T03:14:30Z,0,
Pediomaternal Nursing Journal,https://e-journal.unair.ac.id/PMNJ/index,https://doaj.org/toc/7c572b1fa9fb4e89b84e74c982b8dd2b,2019,,2355-1577,2656-4629,"pediomaternal, nursing, pediatric nursing, neonatal, midwifery","English, Indonesian",Universitas Airlangga,Indonesia,Indonesian National Nurses Association,Indonesia,CC BY,,https://e-journal.unair.ac.id/PMNJ/pages/view/License_term,Yes,https://e-journal.unair.ac.id/PMNJ/article/view/27497,Yes,https://e-journal.unair.ac.id/PMNJ/about/submissions#copyrightNotice,Double blind peer review,https://e-journal.unair.ac.id/PMNJ/about/editorialPolicies#peerReviewProcess,Yes,https://e-journal.unair.ac.id/PMNJ/about/editorialPolicies#custom-1,https://e-journal.unair.ac.id/PMNJ/about/editorialPolicies#focusAndScope,https://e-journal.unair.ac.id/PMNJ/about/editorialTeam,https://e-journal.unair.ac.id/PMNJ/about/submissions#authorGuidelines,10,No,https://e-journal.unair.ac.id/PMNJ/about/editorialPolicies#custom-2,,No,,No,,PKP PN,,https://portal.issn.org/resource/ISSN/2656-4629#,Pediomaternal Nursing Journal Open System (OJS),https://e-journal.unair.ac.id/PMNJ/pages/view/deposit,DOI,Yes,Yes,Yes,https://e-journal.unair.ac.id/PMNJ/about/editorialPolicies#openAccessPolicy,,,RT1-120,Medicine: Nursing,Yes,2021-12-20T02:26:16Z,2021-12-20T02:26:16Z,0,
Ruang-Space: Jurnal Lingkungan Binaan,http://ojs.unud.ac.id/index.php/ruang,https://doaj.org/toc/26dfa31280a2449db4de34ef7c9f7168,2014,Journal of The Built Environment,2355-5718,2355-570X,built environment,"English, Indonesian",Universitas Udayana,Indonesia,"Magister Arsitektur, Program Pascasarjana",,CC BY,,http://ojs.unud.ac.id/index.php/ruang/about/submissions#copyrightNotice,Yes,http://ojs.unud.ac.id/index.php/ruang/article/view/9531,No,,Peer review,http://ojs.unud.ac.id/index.php/ruang/about/editorialPolicies#peerReviewProcess,No,,http://ojs.unud.ac.id/index.php/ruang/about/editorialPolicies#focusAndScope,http://ojs.unud.ac.id/index.php/ruang/about/editorialTeam,http://ojs.unud.ac.id/index.php/ruang/about/submissions#authorGuidelines,24,Yes,http://ojs.unud.ac.id/index.php/ruang/about/submissions#authorFees,50 USD,No,,No,http://ojs.unud.ac.id/index.php/ruang/about/submissions#authorFees,,Portal Garuda,http://id.portalgaruda.org/?ref=browse&mod=viewjournal&journal=4937,,,,,,Yes,http://ojs.unud.ac.id/index.php/ruang/about/editorialPolicies#openAccessPolicy,,,NA9000-9428,Fine Arts: Architecture: Aesthetics of cities. City planning and beautifying,No,2015-09-15T14:52:04Z,2019-09-11T15:31:04Z,225,2022-10-31T23:59:03Z
BioLink,http://ojs.uma.ac.id/index.php/biolink/index,https://doaj.org/toc/9c90ca938fb14ab2aaad7a27c6a84639,2017,,2356-458X,2597-5269,"biology, health, industry",Indonesian,Universitas Medan Area,Indonesia,,,CC BY,,http://ojs.uma.ac.id/index.php/biolink/about/editorialPolicies#openAccessPolicy,,,Yes,http://ojs.uma.ac.id/index.php/biolink/about/submissions#authorGuidelines,Double blind peer review,http://ojs.uma.ac.id/index.php/biolink/about/editorialPolicies#peerReviewProcess,No,,http://ojs.uma.ac.id/index.php/biolink/about/editorialPolicies#focusAndScope,http://ojs.uma.ac.id/index.php/biolink/about/editorialTeam,http://ojs.uma.ac.id/index.php/biolink/about/submissions#authorGuidelines,8,Yes,http://ojs.uma.ac.id/index.php/biolink/about/editorialPolicies#custom-2,750000 IDR,No,,No,http://ojs.uma.ac.id/index.php/biolink/about/editorialPolicies#custom-2,,,http://ojs.uma.ac.id/index.php/biolink/about/editorialPolicies#archiving,,,DOI,,,,http://ojs.uma.ac.id/index.php/biolink/about/editorialPolicies#openAccessPolicy,,,QH301-705.5,Science: Biology (General),No,2018-09-12T13:24:04Z,2020-02-10T07:55:08Z,155,2022-06-06T04:32:10Z
Renewable Energy and Sustainable Development,http://apc.aast.edu/ojs/index.php/RESD/index,https://doaj.org/toc/c879594654614b2f8459a353fbd5bc9e,2015,,2356-8518,2356-8569,"smart grids, green energy, sustainable development, renewable energy, energy efficiency",English,Academy Publishing Center,Egypt,"Arab Academy for Science, Technology and Maritime Transport (AASTMT)",Egypt,CC BY-NC,,http://apc.aast.edu/ojs/index.php/RESD/about/submissions#authorGuidelines,,,No,http://apc.aast.edu/ojs/index.php/RESD/about/submissions#copyrightNotice,Blind peer review,http://apc.aast.edu/ojs/index.php/RESD/about/editorialPolicies#peerReviewProcess,Yes,http://apc.aast.edu/ojs/index.php/RESD/about/submissions#authorGuidelines,http://apc.aast.edu/ojs/index.php/RESD/about/editorialPolicies#focusAndScope,http://apc.aast.edu/ojs/index.php/RESD/about/editorialTeam,http://apc.aast.edu/ojs/index.php/RESD/about/submissions#authorGuidelines,12,No,http://apc.aast.edu/ojs/index.php/RESD/about/submissions#authorGuidelines,,No,,No,,,,,,,DOI,Yes,No,Yes,http://apc.aast.edu/ojs/index.php/RESD/about/editorialPolicies#openAccessPolicy,,,TJ807-830,Technology: Mechanical engineering and machinery: Renewable energy sources,No,2017-02-17T14:43:50Z,2022-07-27T21:37:52Z,152,2022-12-16T07:57:31Z
"Revista Ingeniería, Matemáticas y Ciencias de la Información",http://ojs.urepublicana.edu.co/index.php/ingenieria,https://doaj.org/toc/36cf174c228c40a09fe0a04af6193d31,2014,Rev. Ing. Mat. Cienc. Inf,,2357-3716,"ingeniería, matemáticas, information technology",Spanish,Corporación Universitaria Republicana,Colombia,Corporación Universitaria Republicana,,CC BY,,http://ojs.urepublicana.edu.co/index.php/ingenieria,,,Yes,http://ojs.urepublicana.edu.co/index.php/ingenieria/about/editorialPolicies#openAccessPolicy,Double blind peer review,http://ojs.urepublicana.edu.co/index.php/ingenieria/about/editorialPolicies#peerReviewProcess,Yes,http://urepublicana.edu.co/wp-content/uploads/2015/08/E%C3%ACTICA-EDITORIAL-Y-DECLARACIO%C3%ACN-EDITORIAL.pdf,http://ojs.urepublicana.edu.co/index.php/ingenieria/about/editorialPolicies#focusAndScope,http://ojs.urepublicana.edu.co/index.php/ingenieria/about/editorialTeam,http://urepublicana.edu.co/wp-content/uploads/2016/03/Revista-Ingenieria-2016.pdf,6,No,http://ojs.urepublicana.edu.co/index.php/ingenieria/about/editorialPolicies#custom-0,,No,,No,http://ojs.urepublicana.edu.co/index.php/ingenieria/about/editorialPolicies#custom-0,,,,,,DOI,,,Yes,http://ojs.urepublicana.edu.co/index.php/ingenieria/about/editorialPolicies#openAccessPolicy,,,TA1-2040|T58.5-58.64|QA1-939,Technology: Engineering (General). Civil engineering (General) | Technology: Technology (General): Industrial engineering. Management engineering: Information technology | Science: Mathematics,No,2017-01-23T20:20:35Z,2017-11-08T13:48:22Z,34,2018-12-01T01:55:33Z
Advances in Forestry Science,http://periodicoscientificos.ufmt.br/ojs/index.php/afor,https://doaj.org/toc/7ae1b01185b74e2892b351cc8c9eeb1e,2014,,,2357-8181,"forestry sciences, plant tissue culture, plant biotechnology, plant propagation, plant genetics breeding, plant ecology","English, Portuguese",Universidade Federal de Mato Grosso (UFMT),Brazil,Graduate Program in Forestry and Environmental Sciences,,CC BY,,http://periodicoscientificos.ufmt.br/ojs/index.php/afor/index,,,No,,Double blind peer review,https://periodicoscientificos.ufmt.br/ojs/index.php/afor/about,No,,https://periodicoscientificos.ufmt.br/ojs/index.php/afor/about,https://periodicoscientificos.ufmt.br/ojs/index.php/afor/about/editorialTeam,https://periodicoscientificos.ufmt.br/ojs/index.php/afor/about,7,No,https://periodicoscientificos.ufmt.br/ojs/index.php/afor/about,,No,,No,https://periodicoscientificos.ufmt.br/ojs/index.php/afor/about,,,,,,,,,Yes,https://periodicoscientificos.ufmt.br/ojs/index.php/afor/about,,,SD1-669.5|QK1-989,Agriculture: Forestry | Science: Botany,No,2014-05-15T16:43:11Z,2020-08-13T16:50:00Z,0,
PAJAR - Pan American Journal of Aging Research,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/index,https://doaj.org/toc/62c0ab7b396641dc9f9428ed1c31e326,2013,,,2357-9641,"aging, gerontology","English, Portuguese",Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),Brazil,Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),,CC BY,,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/index,,,No,,Peer review,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/about/editorialPolicies#peerReviewProcess,No,,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/about/editorialPolicies#focusAndScope,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/about/editorialTeam,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/about/submissions#authorGuidelines,15,No,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/about/editorialPolicies#custom-3,,No,,No,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/about/editorialPolicies#custom-3,,,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/about/editorialPolicies#archiving,,,,,,Yes,http://revistaseletronicas.pucrs.br/ojs/index.php/pajar/about/editorialPolicies#openAccessPolicy,,,RC952-954.6,Medicine: Internal medicine: Special situations and conditions: Geriatrics,No,2019-04-10T18:46:00Z,2020-10-16T12:43:39Z,99,2023-03-03T14:22:33Z
RealizAção,http://ojs.ufgd.edu.br/index.php/realizacao/index,https://doaj.org/toc/22428a55e57c4e8f953464d2a4dfed35,2014,,,2358-3401,culture,Portuguese,Universidade Federal da Grande Dourados,Brazil,Universidade Federal da Grande Dourados,,CC BY-NC-SA,,http://ojs.ufgd.edu.br/index.php/realizacao/about/submissions#copyrightNotice,,,Yes,http://ojs.ufgd.edu.br/index.php/realizacao/about/submissions#copyrightNotice,Blind peer review,http://ojs.ufgd.edu.br/index.php/realizacao/about/editorialPolicies#peerReviewProcess,No,,http://ojs.ufgd.edu.br/index.php/realizacao/about/editorialPolicies#focusAndScope,http://ojs.ufgd.edu.br/index.php/realizacao/about/editorialTeam,http://ojs.ufgd.edu.br/index.php/realizacao/about/submissions#authorGuidelines,24,No,http://ojs.ufgd.edu.br/index.php/realizacao/about/editorialPolicies#custom-1,,No,,No,http://ojs.ufgd.edu.br/index.php/realizacao/about/editorialPolicies#custom-1,,,http://ojs.ufgd.edu.br/index.php/realizacao/about/editorialPolicies#archiving,,,,,,Yes,http://ojs.ufgd.edu.br/index.php/realizacao/about/editorialPolicies#openAccessPolicy,,,A,General Works,No,2018-04-18T11:12:03Z,2018-04-18T12:12:03Z,146,2021-01-26T17:25:33Z
Informação & Tecnologia,http://periodicos.ufpb.br/ojs/index.php/itec,https://doaj.org/toc/09f931459e4d4d4d8a466188f80d60f9,2014,ITEC,,2358-3908,"information science, computer science, cognitive science, information technology, management, law","English, Portuguese, Spanish",Associação Nacional de Pesquisa e Pós-Graduação em Ciência da Informação,Brazil,ANCIB,,CC BY-NC-SA,,http://periodicos.ufpb.br/ojs/index.php/itec/about/submissions#copyrightNotice,Yes,http://periodicos.ufpb.br/ojs/index.php/itec/article/view/21535,No,http://www.planalto.gov.br/ccivil_03/leis/l9610.htm,Double blind peer review,http://periodicos.ufpb.br/ojs/index.php/itec/about/editorialPolicies#peerReviewProcess,Yes,http://periodicos.ufpb.br/ojs/index.php/itec/about/editorialPolicies#peerReviewProcess,http://periodicos.ufpb.br/ojs/index.php/itec/about/editorialPolicies#focusAndScope,http://periodicos.ufpb.br/ojs/index.php/itec/about/editorialTeam,http://periodicos.ufpb.br/ojs/index.php/itec/about/submissions#authorGuidelines,12,No,http://periodicos.ufpb.br/ojs2/index.php/itec/about/editorialPolicies#peerReviewProcess,,No,,No,http://periodicos.ufpb.br/ojs2/index.php/itec/about/editorialPolicies#peerReviewProcess,"LOCKSS, Rede Cariniana",,http://periodicos.ufpb.br/ojs/index.php/itec/about/editorialPolicies#archiving,Diadorim,,,,,Yes,http://periodicos.ufpb.br/ojs/index.php/itec/about/editorialPolicies#openAccessPolicy,,,T58.5-58.64,Technology: Technology (General): Industrial engineering. Management engineering: Information technology,No,2015-06-29T16:30:58Z,2020-02-13T12:12:16Z,0,
E&S Engineering and Science,https://periodicoscientificos.ufmt.br/ojs/index.php/eng,https://doaj.org/toc/6d7144f0a054404787b09fdd394702dc,2014,E&S Engenharia e Ciência,,2358-5390,"engineering, science","Spanish, English, Portuguese",Universidade Federal de Mato Grosso (UFMT),Brazil,Universidade Federal de Mato Grosso (UFMT),Brazil,CC BY,,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about/submissions,Yes,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/article/view/11776,Yes,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about/submissions,Double blind peer review,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about,Yes,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about/submissions,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about/editorialTeam,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about/submissions,14,No,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about,,No,,No,,,,,Diadorim,https://periodicoscientificos.ufmt.br/ojs/index.php/eng,DOI,No,No,Yes,https://periodicoscientificos.ufmt.br/ojs/index.php/eng/about,,,TA170-171|TD1-1066,Technology: Engineering (General). Civil engineering (General): Environmental engineering | Technology: Environmental technology. Sanitary engineering,No,2021-05-14T18:54:38Z,2021-07-20T07:23:34Z,179,2022-12-30T23:35:47Z
Revista de Gestão de Água da América Latina,https://www.abrh.org.br/OJS/index.php/REGA/index,https://doaj.org/toc/fc2f126a0ced4466850c622266192a38,2018,REGA,,2359-1919,"water resources management, hydraulics, sanitation urban water, quantity of water, environmental technologies, instrumentation of water resources","Portuguese, English, Spanish",Associação Brasileira de Recursos Hídricos – ABRHidro,Brazil,Associação Brasileira de Recursos Hídricos – ABRHidro,Brazil,CC BY,,https://www.abrh.org.br/OJS/index.php/REGA/about,Yes,https://www.abrh.org.br/OJS/index.php/REGA/article/view/409/48,No,https://www.abrh.org.br/OJS/index.php/REGA/about/submissions,Double blind peer review,https://www.abrh.org.br/OJS/index.php/REGA/about/submissions,No,,https://www.abrh.org.br/OJS/index.php/REGA/about,https://www.abrh.org.br/OJS/index.php/REGA/about/editorialTeam,https://www.abrh.org.br/OJS/index.php/REGA/about/submissions,12,No,https://www.abrh.org.br/OJS/index.php/REGA/about,,No,,No,,,,,,,DOI,No,No,Yes,https://www.abrh.org.br/OJS/index.php/REGA/about,,,TC1-978|TD1-1066,Technology: Hydraulic engineering | Technology: Environmental technology. Sanitary engineering,No,2020-12-29T11:30:45Z,2020-12-29T11:30:45Z,107,2023-01-02T09:25:28Z
Revista DisSoL,http://revistadissol.univas.edu.br,https://doaj.org/toc/f7b9f6fb45b54bab896b40f400dee71f,2014,"Revista DisSoL - Discurso, Sociedade e Linguagem",,2359-2192,"discourse analysis, society, language",Portuguese,Universidade do Vale do Sapucaí,Brazil,"Universidade do Vale do Sapucaí, Programa de Pós-graduação em Ciências de Linguagem",,CC BY,,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=submissions#copyrightNotice,,,Yes,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=submissions#copyrightNotice,Double blind peer review,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=editorialPolicies#peerReviewProcess,No,,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=editorialPolicies#focusAndScope,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=editorialPolicies#custom-1,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=submissions#authorGuidelines,24,No,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=editorialPolicies#openAccessPolicy,,No,,No,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=editorialPolicies#openAccessPolicy,,,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=editorialPolicies#openAccessPolicy,,,,,,Yes,http://ojs.univas.edu.br/index.php?journal=revistadissol&page=about&op=editorialPolicies#openAccessPolicy,,,P1-1091|PQ1-3999,Language and Literature: Philology. Linguistics | Language and Literature: French literature - Italian literature - Spanish literature - Portuguese literature,No,2019-08-05T22:45:13Z,2019-08-30T10:04:34Z,0,
Revista Brasileira de Iniciação Científica,https://periodicos.itp.ifsp.edu.br/index.php/IC,https://doaj.org/toc/4bb827fc89584212a6dc3c3c5d174633,2014,,,2359-232X,social sciences,Portuguese,IFSP,Brazil,IFSP,,CC BY-NC-SA,,https://periodicos.itp.ifsp.edu.br/index.php/IC/index,,,No,,Double blind peer review,https://periodicos.itp.ifsp.edu.br/index.php/IC/about/editorialPolicies#peerReviewProcess,Yes,https://periodicos.itp.ifsp.edu.br/index.php/IC/about/editorialPolicies#openAccessPolicy,https://periodicos.itp.ifsp.edu.br/index.php/IC/about/editorialPolicies#focusAndScope,https://periodicos.itp.ifsp.edu.br/index.php/IC/about/editorialTeam,https://periodicos.itp.ifsp.edu.br/index.php/IC/about/submissions#authorGuidelines,24,No,https://periodicos.itp.ifsp.edu.br/index.php/IC/about/editorialPolicies#openAccessPolicy,,No,,No,https://periodicos.itp.ifsp.edu.br/index.php/IC/about/editorialPolicies#openAccessPolicy,,,https://itp.ifsp.edu.br/ojs/index.php/IC/information/librarians,,,,,,Yes,https://periodicos.itp.ifsp.edu.br/index.php/IC/about/editorialPolicies#openAccessPolicy,,,Q1-390|H1-99,Science: Science (General) | Social Sciences: Social sciences (General),No,2019-01-03T18:38:03Z,2020-08-08T16:47:44Z,0,
Revista de Governança Corporativa,http://www.rgc.org.br,https://doaj.org/toc/5a2728cad6a648c090ed5617e5465cf0,2014,,,2359-313X,"strategy, corporate governance, sustainability",Portuguese,Instituto Gepra,Brazil,,,CC BY-NC-SA,,http://rgc.org.br/ojs/index.php/rgc/about/editorialPolicies#openAccessPolicy,,,Yes,http://rgc.org.br/ojs/index.php/rgc/about/submissions#copyrightNotice,Double blind peer review,http://rgc.org.br/ojs/index.php/rgc/about/editorialPolicies#peerReviewProcess,No,,http://rgc.org.br/ojs/index.php/rgc/about/editorialPolicies#focusAndScope,http://rgc.org.br/ojs/index.php/rgc/about/editorialTeam,http://rgc.org.br/ojs/index.php/rgc/about/submissions#authorGuidelines,30,No,http://rgc.org.br/ojs/index.php/rgc/about/editorialPolicies#openAccessPolicy,,No,,No,,,,,Diadorim,,DOI,,,Yes,http://rgc.org.br/ojs/index.php/rgc/about/editorialPolicies#openAccessPolicy,,,H,Social Sciences,No,2016-10-31T08:33:56Z,2023-03-01T10:46:25Z,75,2023-03-01T14:30:23Z
Revista Brasileira de Sociologia do Direito,http://revista.abrasd.com.br/ojs/index.php/rbsd/index,https://doaj.org/toc/ae079ed6ebd74e7da0b20dba1285d176,2014,,,2359-5582,"legal research, sociology of law, law, sociology","English, Portuguese, Spanish",Associação Brasileira de Pesquisadores em Sociologia do Direito,Brazil,,,CC BY,,http://revista.abrasd.com.br/ojs/index.php/rbsd/about/submissions#copyrightNotice,,,Yes,http://revista.abrasd.com.br/ojs/index.php/rbsd/about/submissions#copyrightNotice,Double blind peer review,http://revista.abrasd.com.br/ojs/index.php/rbsd/about/editorialPolicies#peerReviewProcess,No,,http://revista.abrasd.com.br/ojs/index.php/rbsd/about/editorialPolicies#focusAndScope,http://revista.abrasd.com.br/ojs/index.php/rbsd/about/editorialTeam,http://revista.abrasd.com.br/ojs/index.php/rbsd/about/submissions#authorGuidelines,16,No,http://revista.abrasd.com.br/index.php/rbsd/about/editorialPolicies#openAccessPolicy,,Yes,http://revista.abrasd.com.br/ojs/index.php/rbsd/about/editorialTeam,No,http://revista.abrasd.com.br/index.php/rbsd/about/editorialPolicies#openAccessPolicy,,,,,,DOI,,,Yes,http://revista.abrasd.com.br/ojs/index.php/rbsd/about/editorialPolicies#openAccessPolicy,,,K|K1-7720,Law: Law in general. Comparative and uniform law. Jurisprudence,No,2017-07-08T18:31:23Z,2017-11-08T13:47:51Z,0,
Romanian Journal of History and International Studies,http://rjhis.ro,https://doaj.org/toc/ddfc51635f7947a3b01cb7dce262282e,2014,,2360-638X,2559-544X,"history, international studies, international relations, diplomacy, international law, world economy",English,Literati,Romania,"University of Bucharest, Faculty of History",,CC BY-SA,,http://rjhis.ro/ojs/index.php/rjhis/open-access-policy,Yes,http://rjhis.ro/ojs/index.php/rjhis/article/view/25,Yes,http://rjhis.ro/ojs/index.php/rjhis/open-access-policy,Double blind peer review,http://rjhis.ro/ojs/index.php/rjhis/peer-review,No,,http://rjhis.ro/ojs/index.php/rjhis/about,http://rjhis.ro/ojs/index.php/rjhis/editorial-team,http://rjhis.ro/ojs/index.php/rjhis/submission-guidelines,24,No,http://rjhis.ro/ojs/index.php/rjhis/publishing-fees,,No,,No,http://rjhis.ro/ojs/index.php/rjhis/publishing-fees,Portal Research Archive (PRA),,http://rjhis.ro/ojs/index.php/rjhis/indexing-archiving,Sherpa/Romeo,,ARK,,,Yes,http://rjhis.ro/ojs/index.php/rjhis/open-access-policy,,,H|H1-99,Social Sciences: Social sciences (General),No,2018-03-02T10:09:51Z,2018-03-02T10:09:51Z,0,
